observed_at,card_id,psa10_population,psa9_population,total_population,psa_estimate_usd,source_url,verified_identity,notes
2026-08-12T21:00:58+09:00,umbreon-ex-217,78818,,,605.00,https://www.psacard.com/cert/106454363/psa,true,Automated snapshot validated from PSA cert record via text mirror
2026-08-12T21:00:58+09:00,mega-darkrai-ex-114,2393,,,355.00,https://www.psacard.com/cert/163314143/psa,true,Automated snapshot validated from PSA cert record via text mirror
2026-08-12T21:00:58+09:00,pikachu-ex-234,30830,,,417.00,https://www.psacard.com/cert/152488646/psa,true,Automated snapshot validated from PSA cert record via text mirror
2026-08-12T21:00:58+09:00,pikachu-ex-764,6155,,,2247.00,https://www.psacard.com/cert/155142448/psa,true,Automated snapshot validated from PSA cert record via text mirror
2026-08-12T21:00:58+09:00,rockets-mewtwo-ex-237,18410,,,234.00,https://www.psacard.com/cert/142644844/psa,true,Automated snapshot validated from PSA cert record via text mirror
2026-08-12T21:00:58+09:00,mega-dragonite-ex-246,25843,,,324.00,https://www.psacard.com/cert/153173037/psa,true,Automated snapshot validated from PSA cert record via text mirror
2026-08-12T21:00:58+09:00,charizard-ex-201,37501,,,630.00,https://www.psacard.com/cert/84248781/psa,true,Automated snapshot validated from PSA cert record via text mirror
2026-08-12T21:00:58+09:00,charizard-ex-134,19851,,,427.00,https://www.psacard.com/cert/97617915/psa,true,Automated snapshot validated from PSA cert record via text mirror
2026-08-12T21:00:58+09:00,mew-ex-347,26281,,,840.00,https://www.psacard.com/cert/123263015/psa,true,Automated snapshot validated from PSA cert record via text mirror
2026-08-12T21:00:58+09:00,charizard-ex-349,24350,,,380.00,https://www.psacard.com/cert/84814871/psa,true,Automated snapshot validated from PSA cert record via text mirror
2026-08-12T21:00:58+09:00,mega-charizard-x-ex-110,49317,,,1034.00,https://www.psacard.com/cert/150956440/psa,true,Automated snapshot validated from PSA cert record via text mirror
2026-08-12T21:00:58+09:00,giratina-v-111,13574,,,1909.00,https://www.psacard.com/cert/102844039/psa,true,Automated snapshot validated from PSA cert record via text mirror
2026-08-12T21:00:58+09:00,rayquaza-vmax-083,2496,,,6556.00,https://www.psacard.com/cert/82607058/psa,true,Automated snapshot validated from PSA cert record via text mirror
2026-08-12T21:00:58+09:00,rockets-giovanni-270,3233,,,84.00,https://www.psacard.com/cert/134045863/psa,true,Automated snapshot validated from PSA cert record via text mirror
2026-08-12T21:00:58+09:00,giratina-vstar-261,29901,,,327.00,https://www.psacard.com/cert/89854465/psa,true,Automated snapshot validated from PSA cert record via text mirror
2026-08-12T21:00:58+09:00,arceus-vstar-262,24520,,,209.00,https://www.psacard.com/cert/76548435/psa,true,Automated snapshot validated from PSA cert record via text mirror
2026-08-12T21:00:58+09:00,umbreon-v-085,12275,,,506.00,https://www.psacard.com/cert/93420264/psa,true,Automated snapshot validated from PSA cert record via text mirror
2026-08-12T21:00:58+09:00,tohoku-pikachu-260,24462,,,252.00,https://www.psacard.com/cert/141264605/psa,true,Automated snapshot validated from PSA cert record via text mirror
2026-08-12T21:00:58+09:00,hiroshima-pikachu-261,23219,,,312.00,https://www.psacard.com/cert/165369873/psa,true,Automated snapshot validated from PSA cert record via text mirror
2026-08-12T21:00:58+09:00,fukuoka-pikachu-289,31929,,,228.00,https://www.psacard.com/cert/153861126/psa,true,Automated snapshot validated from PSA cert record via text mirror
2026-08-12T21:00:58+09:00,pikachu-promo-208,39606,,,343.00,https://www.psacard.com/cert/109408038/psa,true,Automated snapshot validated from PSA cert record via text mirror
2026-08-12T21:00:58+09:00,detective-pikachu-098,48518,,,451.00,https://www.psacard.com/cert/158705975/psa,true,Automated snapshot validated from PSA cert record via text mirror
2026-08-12T21:00:58+09:00,pikachu-promo-323,15158,,,607.00,https://www.psacard.com/cert/140449947/psa,true,Automated snapshot validated from PSA cert record via text mirror
2026-08-12T21:00:58+09:00,eevee-art-755,1167,,,385.00,https://www.psacard.com/cert/159183295/psa,true,Automated snapshot validated from PSA cert record via text mirror
2026-08-12T21:00:58+09:00,pikachu-chr-073,32336,,,149.00,https://www.psacard.com/cert/154897988/psa,true,Automated snapshot validated from PSA cert record via text mirror
2026-08-13T21:00:58+09:00,pikachu-mcdonalds-020,284389,,,88.00,https://www.psacard.com/cert/129322206/psa,true,Automated snapshot validated from PSA cert record via text mirror
2026-08-13T21:00:58+09:00,pikachu-grey-felt-hat-085,49717,,,2808.00,https://www.psacard.com/cert/83910102/psa,true,Automated snapshot validated from PSA cert record via text mirror
2026-08-13T21:00:58+09:00,charizard-ex-sir-199,28373,,,1479.00,https://www.psacard.com/cert/129504577/psa,true,Automated snapshot validated from PSA cert record via text mirror
2026-08-13T21:00:58+09:00,pikachu-sv-promo-001,76111,,,100.00,https://www.psacard.com/cert/80282211/psa,true,Automated snapshot validated from PSA cert record via text mirror
2026-08-13T21:00:58+09:00,mega-gengar-ex-240,33474,,,587.00,https://www.psacard.com/cert/157096189/psa,true,Automated snapshot validated from PSA cert record via text mirror
2026-08-13T21:00:58+09:00,umbreon-ex-217,78917,,,6787.00,https://www.psacard.com/cert/106454363/psa,true,Automated snapshot validated from PSA cert record via text mirror
2026-08-13T21:00:58+09:00,mega-darkrai-ex-114,2498,,,364.00,https://www.psacard.com/cert/163314143/psa,true,Automated snapshot validated from PSA cert record via text mirror
2026-08-13T21:00:58+09:00,pikachu-ex-234,31061,,,413.00,https://www.psacard.com/cert/152488646/psa,true,Automated snapshot validated from PSA cert record via text mirror
2026-08-13T21:00:58+09:00,pikachu-ex-764,6201,,,2240.00,https://www.psacard.com/cert/155142448/psa,true,Automated snapshot validated from PSA cert record via text mirror
2026-08-13T21:00:58+09:00,rockets-mewtwo-ex-237,18621,,,233.00,https://www.psacard.com/cert/142644844/psa,true,Automated snapshot validated from PSA cert record via text mirror
2026-08-13T21:00:58+09:00,mega-dragonite-ex-246,26097,,,321.00,https://www.psacard.com/cert/153173037/psa,true,Automated snapshot validated from PSA cert record via text mirror
2026-08-13T21:00:58+09:00,charizard-ex-201,37524,,,645.00,https://www.psacard.com/cert/84248781/psa,true,Automated snapshot validated from PSA cert record via text mirror
2026-08-13T21:00:58+09:00,charizard-ex-134,19874,,,439.00,https://www.psacard.com/cert/97617915/psa,true,Automated snapshot validated from PSA cert record via text mirror
2026-08-13T21:00:58+09:00,mew-ex-347,26302,,,845.00,https://www.psacard.com/cert/123263015/psa,true,Automated snapshot validated from PSA cert record via text mirror
2026-08-13T21:00:58+09:00,charizard-ex-349,24368,,,392.00,https://www.psacard.com/cert/84814871/psa,true,Automated snapshot validated from PSA cert record via text mirror
2026-08-13T21:00:58+09:00,mega-charizard-x-ex-110,49401,,,1054.00,https://www.psacard.com/cert/150956440/psa,true,Automated snapshot validated from PSA cert record via text mirror
2026-08-13T21:00:58+09:00,giratina-v-111,13577,,,1906.00,https://www.psacard.com/cert/102844039/psa,true,Automated snapshot validated from PSA cert record via text mirror
2026-08-13T21:00:58+09:00,rayquaza-vmax-083,2496,,,6623.00,https://www.psacard.com/cert/82607058/psa,true,Automated snapshot validated from PSA cert record via text mirror
2026-08-13T21:00:58+09:00,rockets-giovanni-270,3234,,,84.00,https://www.psacard.com/cert/134045863/psa,true,Automated snapshot validated from PSA cert record via text mirror
2026-08-13T21:00:58+09:00,giratina-vstar-261,29915,,,317.00,https://www.psacard.com/cert/89854465/psa,true,Automated snapshot validated from PSA cert record via text mirror
